Time,Device name,Chip Time(),Angle X(°)
 12:14:48.683,cd:75:20:e1:ef:ef, 2015-01-01 00:07:51.480, -10.97,
 12:14:48.771,fe:77:90:13:0e:6b, 2015-01-01 00:07:57.500, -57.865,
 12:14:48.805,cd:75:20:e1:ef:ef, 2015-01-01 00:07:51.480, -10.997,
 12:14:48.892,fe:77:90:13:0e:6b, 2015-01-01 00:07:57.885, -57.892,
 12:14:48.893,cd:75:20:e1:ef:ef, 2015-01-01 00:07:51.480, -11.025,
 12:14:48.982,fe:77:90:13:0e:6b, 2015-01-01 00:07:57.885, -57.92,
 12:14:48.985,cd:75:20:e1:ef:ef, 2015-01-01 00:07:51.480, -11.052,
 12:14:49.074,cd:75:20:e1:ef:ef, 2015-01-01 00:07:51.900, -10.904,
 12:14:49.102,fe:77:90:13:0e:6b, 2015-01-01 00:07:57.885, -57.585,
 12:14:49.162,fe:77:90:13:0e:6b, 2015-01-01 00:07:57.885, -57.393,
 12:14:49.195,cd:75:20:e1:ef:ef, 2015-01-01 00:07:51.900, -10.86,
 12:14:49.282,fe:77:90:13:0e:6b, 2015-01-01 00:07:57.885, -57.409,
 12:14:49.283,cd:75:20:e1:ef:ef, 2015-01-01 00:07:51.900, -10.887,
 12:14:49.372,fe:77:90:13:0e:6b, 2015-01-01 00:07:58.305, -57.437,
 12:14:49.404,cd:75:20:e1:ef:ef, 2015-01-01 00:07:52.285, -10.909,
 12:14:49.491,fe:77:90:13:0e:6b, 2015-01-01 00:07:58.305, -57.448,
 12:14:49.493,cd:75:20:e1:ef:ef, 2015-01-01 00:07:52.285, -10.931,
 12:14:49.584,fe:77:90:13:0e:6b, 2015-01-01 00:07:58.305, -57.453,
 12:14:49.614,cd:75:20:e1:ef:ef, 2015-01-01 00:07:52.285, -11.003,
 12:14:49.675,cd:75:20:e1:ef:ef, 2015-01-01 00:07:52.285, -11.041,
 12:14:49.702,fe:77:90:13:0e:6b, 2015-01-01 00:07:58.660, -57.458,
 12:14:49.761,fe:77:90:13:0e:6b, 2015-01-01 00:07:58.660, -57.475,
 12:14:49.796,cd:75:20:e1:ef:ef, 2015-01-01 00:07:52.285, -11.058,
 12:14:49.884,cd:75:20:e1:ef:ef, 2015-01-01 00:07:52.705, -11.08,
 12:14:49.913,fe:77:90:13:0e:6b, 2015-01-01 00:07:58.660, -57.491,
 12:14:50.002,fe:77:90:13:0e:6b, 2015-01-01 00:07:58.660, -57.508,
 12:14:50.004,cd:75:20:e1:ef:ef, 2015-01-01 00:07:52.705, -11.135,
 12:14:50.092,fe:77:90:13:0e:6b, 2015-01-01 00:07:58.660, -57.53,
 12:14:50.097,cd:75:20:e1:ef:ef, 2015-01-01 00:07:52.705, -11.162,
 12:14:50.181,fe:77:90:13:0e:6b, 2015-01-01 00:07:59.140, -57.557,
 12:14:50.215,cd:75:20:e1:ef:ef, 2015-01-01 00:07:53.060, -11.212,
 12:14:50.301,fe:77:90:13:0e:6b, 2015-01-01 00:07:59.140, -57.579,
 12:14:50.304,cd:75:20:e1:ef:ef, 2015-01-01 00:07:53.060, -11.234,
 12:14:50.392,fe:77:90:13:0e:6b, 2015-01-01 00:07:59.140, -57.585,
 12:14:50.394,cd:75:20:e1:ef:ef, 2015-01-01 00:07:53.060, -11.25,
 12:14:50.484,cd:75:20:e1:ef:ef, 2015-01-01 00:07:53.060, -11.228,
 12:14:50.513,fe:77:90:13:0e:6b, 2015-01-01 00:07:59.140, -57.618,
 12:14:50.572,fe:77:90:13:0e:6b, 2015-01-01 00:07:59.525, -57.25,
 12:14:50.604,cd:75:20:e1:ef:ef, 2015-01-01 00:07:53.420, -11.184,
 12:14:50.691,fe:77:90:13:0e:6b, 2015-01-01 00:07:59.525, -57.085,
 12:14:50.694,cd:75:20:e1:ef:ef, 2015-01-01 00:07:53.420, -11.102,
 12:14:50.781,fe:77:90:13:0e:6b, 2015-01-01 00:07:59.525, -56.876,
 12:14:50.814,cd:75:20:e1:ef:ef, 2015-01-01 00:07:53.420, -11.107,
 12:14:50.902,fe:77:90:13:0e:6b, 2015-01-01 00:07:59.880, -56.635,
 12:14:50.904,cd:75:20:e1:ef:ef, 2015-01-01 00:07:53.745, -11.129,
 12:14:50.992,fe:77:90:13:0e:6b, 2015-01-01 00:07:59.880, -56.607,
 12:14:51.024,cd:75:20:e1:ef:ef, 2015-01-01 00:07:53.745, -11.107,
 12:14:51.085,cd:75:20:e1:ef:ef, 2015-01-01 00:07:53.745, -11.091,
 12:14:51.112,fe:77:90:13:0e:6b, 2015-01-01 00:07:59.880, -56.618,
 12:14:51.171,fe:77:90:13:0e:6b, 2015-01-01 00:07:59.880, -56.629,
 12:14:51.205,cd:75:20:e1:ef:ef, 2015-01-01 00:07:53.745, -11.102,
 12:14:51.294,cd:75:20:e1:ef:ef, 2015-01-01 00:07:54.105, -11.113,
 12:14:51.322,fe:77:90:13:0e:6b, 2015-01-01 00:07:59.880, -56.64,
